,Market,N Most Traded
2020-12-13 00:00:00,3981.9108177113962,2060.215109477765
2020-12-14 00:00:00,4007.1757007420706,2050.641930386508
2020-12-15 00:00:00,4059.4764621839345,2029.1511779225186
2020-12-16 00:00:00,4220.108508633511,2242.8376038671145
2020-12-17 00:00:00,4221.017497784862,2324.7932438489374
2020-12-18 00:00:00,4300.146776085608,2385.6254818601124
2020-12-19 00:00:00,4329.593198372918,2448.3732356409855
2020-12-20 00:00:00,4268.266294591189,2380.8289650986603
2020-12-21 00:00:00,4154.956854139534,2272.390201881553
2020-12-22 00:00:00,4188.832116339718,2287.822665604275
2020-12-23 00:00:00,3818.402755765251,1998.9891059553408
2020-12-24 00:00:00,4092.1400766692173,2187.550812596026
2020-12-25 00:00:00,4127.543269383443,2250.278474235816
2020-12-26 00:00:00,4201.947838006792,2264.3262833225795
2020-12-27 00:00:00,4241.320599360316,2270.2779384654987
2020-12-28 00:00:00,4381.394529488668,2268.7134229684525
2020-12-29 00:00:00,4332.288925687719,2221.133352295113
2020-12-30 00:00:00,4299.819054571342,2241.192642895545
2020-12-31 00:00:00,4327.91567784171,2236.028690004056
2021-01-01 00:00:00,4367.657851970882,2279.1743837459785
2021-01-02 00:00:00,4466.6533023986485,2357.2453352456314
2021-01-03 00:00:00,4707.966024045618,2578.0868004882636
2021-01-04 00:00:00,4777.85375033461,2606.752797108372
2021-01-05 00:00:00,4964.29966053001,2661.626942032208
2021-01-06 00:00:00,5375.16444276668,2849.114753488346
2021-01-07 00:00:00,5468.205944904728,3069.2442515190473
2021-01-08 00:00:00,5557.989620856355,3098.56721888059
2021-01-09 00:00:00,5856.821862755254,3143.012634491641
2021-01-10 00:00:00,5876.902023910763,3063.369791544198
2021-01-11 00:00:00,5429.1328427305925,2764.7689231311906
2021-01-12 00:00:00,5436.4380160686205,2695.3122789950967
2021-01-13 00:00:00,5826.544895903451,2879.0497412325653
2021-01-14 00:00:00,5904.163513755582,2951.083355847614
2021-01-15 00:00:00,5921.711127024266,2832.96397638235
2021-01-16 00:00:00,6100.057425464595,2852.7071023612352
2021-01-17 00:00:00,6162.105058437268,2832.209280417557
2021-01-18 00:00:00,6322.138248386713,2911.896911623633
2021-01-19 00:00:00,6317.572690061471,2983.029837558436
2021-01-20 00:00:00,6422.956341182051,2967.3459964550107
2021-01-21 00:00:00,5819.242814392373,2642.443447258333
2021-01-22 00:00:00,6159.149623207036,2771.413958037814
2021-01-23 00:00:00,6267.1176197780005,2752.6936276198985
2021-01-24 00:00:00,6347.534527691749,2847.1201328435336
2021-01-25 00:00:00,6316.256062527805,2794.726380326333
2021-01-26 00:00:00,6368.705173545366,2801.157544073446
2021-01-27 00:00:00,6046.172450331796,2637.627974768145
2021-01-28 00:00:00,6331.960794441814,2721.23085723413
2021-01-29 00:00:00,6814.043957330109,2873.2799717793478
2021-01-30 00:00:00,6857.83323044847,3185.2731206165868
2021-01-31 00:00:00,6810.7672372266225,3192.2847945366407
2021-02-01 00:00:00,7024.470173158595,3081.644565631402
2021-02-02 00:00:00,7178.353434362197,3229.770501238891
2021-02-03 00:00:00,7421.629016612842,3429.08091008363
2021-02-04 00:00:00,7451.612933807519,3437.817417289005
2021-02-05 00:00:00,8057.242773216801,3564.9606052662334
2021-02-06 00:00:00,8063.798297376148,3556.333231634935
2021-02-07 00:00:00,8182.208828457204,3467.7185500792775
2021-02-08 00:00:00,8761.921433899504,3777.6364938023057
2021-02-09 00:00:00,9283.588034195172,3899.988024517346
2021-02-10 00:00:00,9717.295564483009,3915.103923322622
2021-02-11 00:00:00,10391.995213930513,4027.897483707472
2021-02-12 00:00:00,10911.562311297706,4233.394537888812
2021-02-13 00:00:00,11467.732357763256,4364.894145711745
2021-02-14 00:00:00,11366.293788205528,4296.522288721854
2021-02-15 00:00:00,11270.45224617206,4177.9081179559225
2021-02-16 00:00:00,11372.35348565726,4169.305416571799
2021-02-17 00:00:00,11810.785536100066,4378.994980371346
2021-02-18 00:00:00,12843.155756902368,4370.553354767462
2021-02-19 00:00:00,13379.21284670616,4546.705012338435
2021-02-20 00:00:00,13157.309548624326,4416.984196228343
2021-02-21 00:00:00,13539.303934070407,4498.785290337376
2021-02-22 00:00:00,12954.527688415474,4337.364967125264
2021-02-23 00:00:00,11651.713301963167,3869.1585723480307
2021-02-24 00:00:00,12167.84728913577,3928.068180763686
2021-02-25 00:00:00,11785.40326744246,3740.600156403356
2021-02-26 00:00:00,11780.776348335019,3666.4987052118954
2021-02-27 00:00:00,11984.244735952103,3696.3484526010043
2021-02-28 00:00:00,11573.158366441445,3588.5750070196104
2021-03-01 00:00:00,12423.360912787799,3834.8692433534275
2021-03-02 00:00:00,12438.69529427071,3774.3306644933014
2021-03-03 00:00:00,12953.902497889634,3918.1043599246805
2021-03-04 00:00:00,12872.124806836331,3902.5675501762385
2021-03-05 00:00:00,12932.084046170388,3857.619842094928
2021-03-06 00:00:00,12980.07122522296,3939.246317817933
2021-03-07 00:00:00,13270.468445045517,4045.3431935930475
2021-03-08 00:00:00,13544.472146374668,4130.871124806117
2021-03-09 00:00:00,14101.641349148844,4258.853324419242
2021-03-10 00:00:00,14030.230783493278,4192.672394734445
2021-03-11 00:00:00,14306.560243677031,4216.804863586123
2021-03-12 00:00:00,14103.581885432945,4244.744330043619
2021-03-13 00:00:00,14646.876141134459,4433.598631524979
2021-03-14 00:00:00,14405.755012497226,4294.651343319826
2021-03-15 00:00:00,14349.750805746502,4152.031019624071
2021-03-16 00:00:00,14684.21035352921,4218.786752170925
2021-03-17 00:00:00,15156.32123656907,4295.350610745103
2021-03-18 00:00:00,15146.845622218067,4240.898781363304
2021-03-19 00:00:00,15500.938142639729,4265.12777199554
2021-03-20 00:00:00,15424.301421405042,4361.92865219244
2021-03-21 00:00:00,15464.062877000979,4306.659105342081
2021-03-22 00:00:00,15184.88860089385,4224.5012854235365
2021-03-23 00:00:00,15538.806123568671,4232.54534999455
2021-03-24 00:00:00,14873.049828911564,4012.224241667252
2021-03-25 00:00:00,14681.496990588746,4023.003233017741
2021-03-26 00:00:00,15651.747482222188,4260.005201933747
2021-03-27 00:00:00,15933.486170639815,4256.820516891115
2021-03-28 00:00:00,16181.810875757807,4245.40710781295
2021-03-29 00:00:00,16719.86765786984,4406.151765290958
2021-03-30 00:00:00,16914.54141204422,4446.1609021237155
2021-03-31 00:00:00,17210.052629145648,4494.930742899583
2021-04-01 00:00:00,52709.802758613034,4564.23751787892
2021-04-02 00:00:00,54562.931295751165,4744.9193714698395
2021-04-03 00:00:00,51967.72961740652,4556.963687665503
2021-04-04 00:00:00,55411.568932159425,4722.548605911405
2021-04-05 00:00:00,57720.68537816578,5209.659830599371
2021-04-06 00:00:00,58965.5845833776,5478.269538999999
2021-04-07 00:00:00,55914.27761540483,5099.234201982546
2021-04-08 00:00:00,59693.2702654075,5385.179003059042
2021-04-09 00:00:00,60697.46200768912,5319.187633008851
2021-04-10 00:00:00,61958.47197740235,5909.912611765927
2021-04-11 00:00:00,63091.880939437535,5910.96228073014
2021-04-12 00:00:00,62916.268380741145,5942.724937724303
